id,input_text,label,bucket
278,[SUBJECT] The Rolling Stones [CANDIDATE] The Black Keys [CONTEXT] The Black Keys have frequently cited the Rolling Stones as a major influence on their blues-rock sound.,0,reverse_direction
268,[SUBJECT] Joy Division [CANDIDATE] Editors [CONTEXT] Editors have cited Joy Division as a primary influence.,0,reverse_direction
308,[SUBJECT] Can [CANDIDATE] Radiohead [CONTEXT] Radiohead were influenced by the experimental rock of Can.,0,reverse_direction
241,[SUBJECT] Bob Dylan [CANDIDATE] Bruce Springsteen [CONTEXT] Bruce Springsteen has cited Bob Dylan as a songwriting influence.,0,reverse_direction
277,[SUBJECT] Radiohead [CANDIDATE] Thom Yorke [CONTEXT] Thom Yorke's solo work was influenced by Radiohead.,0,reverse_direction
394,[SUBJECT] George Clinton [CANDIDATE] Dr. Dre [CONTEXT] The G-funk sound of Dr. Dre was essentially a reimagining of the P-Funk aesthetics established by George Clinton.,0,reverse_direction
349,[SUBJECT] Radiohead [CANDIDATE] Alt-J [CONTEXT] Alt-J have acknowledged the influence of Radiohead.,0,reverse_direction
257,[SUBJECT] Michael Jackson [CANDIDATE] Beyoncé [CONTEXT] Beyoncé has frequently cited Michael Jackson as an influence.,0,reverse_direction
377,[SUBJECT] Iggy Pop [CANDIDATE] Jack White [CONTEXT] Jack White has consistently acknowledged the raw energy of Iggy Pop as a formative influence on his performance style.,0,reverse_direction
390,[SUBJECT] Curtis Mayfield [CANDIDATE] Jimi Hendrix [CONTEXT] Jimi Hendrix’s rhythmic guitar playing was deeply influenced by the soul style of Curtis Mayfield.,0,reverse_direction
221,[SUBJECT] Pink Floyd [CANDIDATE] Queen [CONTEXT] Pink Floyd's legacy can be heard in the work of bands such as Queen and Radiohead.,0,reverse_direction
272,[SUBJECT] My Bloody Valentine [CANDIDATE] Slowdive [CONTEXT] Slowdive have acknowledged the influence of My Bloody Valentine.,0,reverse_direction
369,[SUBJECT] Black Sabbath [CANDIDATE] Kyuss [CONTEXT] Kyuss drew inspiration from Black Sabbath’s heavy riffs.,0,reverse_direction
350,[SUBJECT] Aphex Twin [CANDIDATE] Flying Lotus [CONTEXT] Flying Lotus has cited Aphex Twin as an influence.,0,reverse_direction
371,[SUBJECT] The Beatles [CANDIDATE] Tame Impala [CONTEXT] Kevin Parker has often discussed the profound influence of The Beatles' psychedelic era on Tame Impala's studio production.,0,reverse_direction
323,[SUBJECT] Neil Young [CANDIDATE] Pearl Jam [CONTEXT] Pearl Jam were influenced by the songwriting of Neil Young.,0,reverse_direction
319,[SUBJECT] James Brown [CANDIDATE] Public Enemy [CONTEXT] Public Enemy sampled and drew influence from James Brown.,0,reverse_direction
336,[SUBJECT] Talking Heads [CANDIDATE] Vampire Weekend [CONTEXT] Vampire Weekend drew inspiration from Talking Heads’ art-pop sensibility.,0,reverse_direction
307,[SUBJECT] The Velvet Underground [CANDIDATE] Patti Smith [CONTEXT] Patti Smith acknowledged the Velvet Underground’s influence.,0,reverse_direction
294,[SUBJECT] Run-D.M.C. [CANDIDATE] LL Cool J [CONTEXT] LL Cool J has acknowledged the influence of Run-D.M.C.,0,reverse_direction
341,[SUBJECT] Kate Bush [CANDIDATE] Björk [CONTEXT] Björk has frequently cited Kate Bush as an influence.,0,reverse_direction
399,[SUBJECT] New Order [CANDIDATE] M83 [CONTEXT] Anthony Gonzalez has cited the melodic synth-pop of New Order as a primary inspiration for the sound of M83.,0,reverse_direction
240,[SUBJECT] John Coltrane [CANDIDATE] Pharoah Sanders [CONTEXT] Pharoah Sanders emerged from the musical legacy of John Coltrane.,0,reverse_direction
291,[SUBJECT] Public Enemy [CANDIDATE] Kendrick Lamar [CONTEXT] Kendrick Lamar has spoken about the influence of Public Enemy.,0,reverse_direction
326,[SUBJECT] The Beach Boys [CANDIDATE] Animal Collective [CONTEXT] Animal Collective have cited the Beach Boys as a key influence on their vocal harmonies and experimental pop structures.,0,reverse_direction
234,[SUBJECT] Aphex Twin [CANDIDATE] Radiohead [CONTEXT] Radiohead drew inspiration from the electronic innovations of Aphex Twin.,0,reverse_direction
312,[SUBJECT] Miles Davis [CANDIDATE] Herbie Hancock [CONTEXT] Herbie Hancock’s style was shaped by his work with Miles Davis.,0,reverse_direction
322,[SUBJECT] Elvis Presley [CANDIDATE] Bob Dylan [CONTEXT] Bob Dylan acknowledged Elvis Presley’s influence.,0,reverse_direction
430,[SUBJECT] Drake [CANDIDATE] Toronto culture [CONTEXT] Drake’s music reflects Toronto culture.,0,non_agent
453,[SUBJECT] OutKast [CANDIDATE] Southern identity [CONTEXT] OutKast’s music reflects Southern identity and perspective.,0,non_agent
518,[SUBJECT] Interpol [CANDIDATE] urban detachment [CONTEXT] The band’s lyrics convey urban detachment.,0,non_agent
409,[SUBJECT] Radiohead [CANDIDATE] electronic experimentation [CONTEXT] The band embraced electronic experimentation on later albums.,0,non_agent
433,[SUBJECT] Frank Ocean [CANDIDATE] introspection [CONTEXT] Ocean’s work emphasizes introspection.,0,non_agent
425,[SUBJECT] The Roots [CANDIDATE] live instrumentation [CONTEXT] Their sound emphasized live instrumentation.,0,non_agent
469,[SUBJECT] Solange [CANDIDATE] cultural heritage [CONTEXT] Solange’s music reflects cultural heritage.,0,non_agent
428,[SUBJECT] Kraftwerk [CANDIDATE] modernism [CONTEXT] Kraftwerk were influenced by modernism.][SUBJECT] Radiohead [CANDIDATE] dystopian themes [CONTEXT] The band explored dystopian themes throughout their later work.,0,non_agent
498,[SUBJECT] Beck [CANDIDATE] eclecticism [CONTEXT] Beck is associated with stylistic eclecticism.,0,non_agent
485,[SUBJECT] Arcade Fire [CANDIDATE] communal catharsis [CONTEXT] Their performances emphasize communal catharsis.,0,non_agent
405,[SUBJECT] Kanye West [CANDIDATE] gospel [CONTEXT] West stated that gospel played a significant role in shaping his music.,0,non_agent
490,[SUBJECT] Billie Holiday [CANDIDATE] emotional phrasing [CONTEXT] Holiday was admired for emotional phrasing.,0,non_agent
468,[SUBJECT] Red Hot Chili Peppers [CANDIDATE] funk-inflected rhythms [CONTEXT] Their early sound relied on funk-inflected rhythms.,0,non_agent
439,[SUBJECT] Madonna [CANDIDATE] club culture [CONTEXT] Madonna drew inspiration from club culture.,0,non_agent
449,[SUBJECT] Pink Floyd [CANDIDATE] psychedelic imagery [CONTEXT] The band became known for its use of psychedelic imagery.,0,non_agent
435,[SUBJECT] Arctic Monkeys [CANDIDATE] British indie scene [CONTEXT] The band emerged from the British indie scene.,0,non_agent
416,[SUBJECT] Childish Gambino [CANDIDATE] surrealism [CONTEXT] The album was influenced by surrealism and absurdist humor.,0,non_agent
466,[SUBJECT] Run the Jewels [CANDIDATE] political commentary [CONTEXT] Their lyrics emphasize political commentary.,0,non_agent
434,[SUBJECT] Nirvana [CANDIDATE] punk ethos [CONTEXT] Nirvana adopted a punk ethos.,0,non_agent
513,[SUBJECT] Phoebe Bridgers [CANDIDATE] emotional candor [CONTEXT] Bridgers is known for emotional candor in her songwriting.,0,non_agent
407,[SUBJECT] Aphex Twin [CANDIDATE] jungle music [CONTEXT] His later work incorporated elements of jungle music.,0,non_agent
443,[SUBJECT] The Cure [CANDIDATE] gothic imagery [CONTEXT] The Cure are associated with gothic imagery.,0,non_agent
472,[SUBJECT] Fleetwood Mac [CANDIDATE] interpersonal conflict [CONTEXT] Interpersonal conflict shaped the band’s songwriting.,0,non_agent
467,[SUBJECT] Björk [CANDIDATE] environmental concerns [CONTEXT] Björk has addressed environmental concerns in her work.,0,non_agent
483,[SUBJECT] Smashing Pumpkins [CANDIDATE] layered guitar textures [CONTEXT] The band favored layered guitar textures.,0,non_agent
427,[SUBJECT] John Coltrane [CANDIDATE] modal jazz [CONTEXT] Coltrane was deeply involved in modal jazz.,0,non_agent
419,[SUBJECT] Playboi Carti [CANDIDATE] punk attitude [CONTEXT] Carti adopted a punk attitude in his performances.,0,non_agent
495,[SUBJECT] Cocteau Twins [CANDIDATE] abstract lyricism [CONTEXT] The group favored abstract lyricism.,0,non_agent
500,[SUBJECT] FKA twigs [CANDIDATE] performance art [CONTEXT] Her work draws on performance art.,0,non_agent
408,[SUBJECT] Kendrick Lamar [CANDIDATE] West Coast hip hop [CONTEXT] Lamar's style is rooted in West Coast hip hop.,0,non_agent
413,[SUBJECT] Flying Lotus [CANDIDATE] jazz fusion [CONTEXT] His production incorporates jazz fusion elements.,0,non_agent
484,"[SUBJECT] Tyler, the Creator [CANDIDATE] alter ego narratives [CONTEXT] His albums often use alter ego narratives.",0,non_agent
403,[SUBJECT] Björk [CANDIDATE] electronica [CONTEXT] Björk's work draws influence from electronica and experimental pop.,0,non_agent
417,[SUBJECT] Travis Scott [CANDIDATE] psychedelic aesthetics [CONTEXT] Scott’s work reflects psychedelic aesthetics.,0,non_agent
438,[SUBJECT] Prince [CANDIDATE] gender fluidity [CONTEXT] Prince challenged norms through gender fluidity.,0,non_agent
517,[SUBJECT] Erykah Badu [CANDIDATE] Afrocentric philosophy [CONTEXT] Badu’s work reflects Afrocentric philosophy.,0,non_agent
406,[SUBJECT] Grimes [CANDIDATE] science fiction [CONTEXT] Grimes cited science fiction as an influence on her artistic vision.,0,non_agent
477,[SUBJECT] The Clash [CANDIDATE] political urgency [CONTEXT] The Clash infused their music with political urgency.,0,non_agent
511,[SUBJECT] Sade [CANDIDATE] understated elegance [CONTEXT] Her music is characterized by understated elegance.,0,non_agent
494,[SUBJECT] Eminem [CANDIDATE] shock value [CONTEXT] Early releases relied on shock value.,0,non_agent
454,[SUBJECT] Fiona Apple [CANDIDATE] emotional directness [CONTEXT] Apple’s work is marked by emotional directness.,0,non_agent
450,[SUBJECT] Metallica [CANDIDATE] speed and aggression [CONTEXT] Their early material emphasized speed and aggression.,0,non_agent
480,[SUBJECT] St. Vincent [CANDIDATE] art rock aesthetics [CONTEXT] Her work incorporates art rock aesthetics.,0,non_agent
446,[SUBJECT] Portishead [CANDIDATE] film noir [CONTEXT] Portishead were inspired by film noir aesthetics.,0,non_agent
481,[SUBJECT] The Doors [CANDIDATE] poetic symbolism [CONTEXT] Morrison’s lyrics relied heavily on poetic symbolism.,0,non_agent
461,[SUBJECT] Lauryn Hill [CANDIDATE] spiritual themes [CONTEXT] Hill’s work incorporates spiritual themes.,0,non_agent
516,[SUBJECT] The Smashing Pumpkins [CANDIDATE] emotional grandiosity [CONTEXT] Their albums often emphasize emotional grandiosity.,0,non_agent
479,[SUBJECT] Public Enemy [CANDIDATE] militant rhetoric [CONTEXT] The group is associated with militant rhetoric.,0,non_agent
493,[SUBJECT] The Velvet Underground [CANDIDATE] avant-garde sensibility [CONTEXT] The band introduced an avant-garde sensibility.,0,non_agent
441,[SUBJECT] John Lennon [CANDIDATE] political activism [CONTEXT] Lennon’s later work reflected political activism.,0,non_agent
458,[SUBJECT] Jay-Z [CANDIDATE] entrepreneurial mindset [CONTEXT] Jay-Z’s music frequently reflects an entrepreneurial mindset.,0,non_agent
448,[SUBJECT] Adele [CANDIDATE] classic soul [CONTEXT] Critics have noted that Adele’s vocal style draws heavily from classic soul.,0,non_agent
501,[SUBJECT] Talking Heads [CANDIDATE] nervous energy [CONTEXT] The band’s music conveyed nervous energy.,0,non_agent
457,[SUBJECT] R.E.M. [CANDIDATE] cryptic lyricism [CONTEXT] The band became known for cryptic lyricism.,0,non_agent
475,[SUBJECT] Halsey [CANDIDATE] genre fluidity [CONTEXT] Halsey’s work demonstrates genre fluidity.,0,non_agent
432,[SUBJECT] Kendrick Lamar [CANDIDATE] social consciousness [CONTEXT] His lyrics are shaped by social consciousness.,0,non_agent
512,[SUBJECT] The Rolling Stones [CANDIDATE] blues authenticity [CONTEXT] The band emphasized blues authenticity.,0,non_agent
459,[SUBJECT] Nick Cave [CANDIDATE] biblical imagery [CONTEXT] Cave’s lyrics make extensive use of biblical imagery.,0,non_agent
463,[SUBJECT] Mitski [CANDIDATE] emotional isolation [CONTEXT] Mitski’s songs often explore emotional isolation.,0,non_agent
505,[SUBJECT] Angel Olsen [CANDIDATE] emotional vulnerability [CONTEXT] Olsen’s songwriting emphasizes emotional vulnerability.,0,non_agent
437,[SUBJECT] David Bowie [CANDIDATE] theatricality [CONTEXT] Bowie embraced theatricality.,0,non_agent
429,[SUBJECT] Beyoncé [CANDIDATE] feminism [CONTEXT] Beyoncé has cited feminism as an influence on her artistic direction.,0,non_agent
515,[SUBJECT] James Blake [CANDIDATE] sparse arrangements [CONTEXT] His work frequently employs sparse arrangements.,0,non_agent
401,[SUBJECT] Lorde [CANDIDATE] American jazz [CONTEXT] Lorde grew up listening to American jazz and soul musicians.,0,non_agent
452,[SUBJECT] The Smiths [CANDIDATE] social alienation [CONTEXT] The group’s lyrics frequently addressed social alienation.,0,non_agent
421,[SUBJECT] Slowdive [CANDIDATE] dream imagery [CONTEXT] Their sound evokes dream imagery.,0,non_agent
402,[SUBJECT] Lorde [CANDIDATE] soul music [CONTEXT] Lorde has cited soul music as an influence on her vocal delivery.,0,non_agent
423,[SUBJECT] Boards of Canada [CANDIDATE] childhood nostalgia [CONTEXT] Their music is inspired by childhood nostalgia.,0,non_agent
503,[SUBJECT] The Prodigy [CANDIDATE] rave culture [CONTEXT] The group emerged from rave culture.,0,non_agent
499,[SUBJECT] The xx [CANDIDATE] minimalist production [CONTEXT] The group is known for minimalist production.,0,non_agent
487,[SUBJECT] Lorde [CANDIDATE] youth alienation [CONTEXT] Her debut explored youth alienation.,0,non_agent
508,[SUBJECT] Kendrick Lamar [CANDIDATE] narrative cohesion [CONTEXT] His albums are noted for narrative cohesion.,0,non_agent
474,[SUBJECT] Tool [CANDIDATE] progressive structures [CONTEXT] The band employs progressive structures.,0,non_agent
486,[SUBJECT] MF DOOM [CANDIDATE] comic book motifs [CONTEXT] DOOM’s persona incorporated comic book motifs.,0,non_agent
482,[SUBJECT] Aaliyah [CANDIDATE] understated delivery [CONTEXT] Aaliyah became known for understated delivery.,0,non_agent
519,[SUBJECT] Björk [CANDIDATE] experimental curiosity [CONTEXT] Björk has cited experimental curiosity as a driving force in her work.,0,non_agent
420,[SUBJECT] Joy Division [CANDIDATE] existentialism [CONTEXT] The band’s lyrics were influenced by existentialism.,0,non_agent
460,[SUBJECT] Tame Impala [CANDIDATE] psychedelic revival [CONTEXT] The project is associated with the psychedelic revival.,0,non_agent
471,[SUBJECT] Nas [CANDIDATE] urban realism [CONTEXT] Nas is associated with urban realism.,0,non_agent
506,[SUBJECT] Stevie Wonder [CANDIDATE] social optimism [CONTEXT] Wonder’s work frequently expresses social optimism.,0,non_agent
414,"[SUBJECT] Tyler, the Creator [CANDIDATE] skate culture [CONTEXT] Tyler cited skate culture as formative to his identity.",0,non_agent
492,[SUBJECT] Rosalía [CANDIDATE] cultural fusion [CONTEXT] Rosalía’s work emphasizes cultural fusion.,0,non_agent
451,[SUBJECT] Joni Mitchell [CANDIDATE] confessional songwriting [CONTEXT] Mitchell is associated with confessional songwriting.,0,non_agent
502,[SUBJECT] Clairo [CANDIDATE] bedroom pop aesthetics [CONTEXT] Early recordings reflected bedroom pop aesthetics.,0,non_agent
550,[SUBJECT] Beyoncé [CANDIDATE] Tina Turner [CONTEXT] Beyoncé has drawn comparisons to Tina Turner.,0,comparison_only
573,[SUBJECT] Vampire Weekend [CANDIDATE] Paul Simon [CONTEXT] Critics have compared Ezra Koenig’s songwriting to Paul Simon.,0,comparison_only
638,[SUBJECT] Sigrid [CANDIDATE] Robyn [CONTEXT] Observers have noted similarities between Sigrid’s pop sensibilities and Robyn’s output.,0,comparison_only
529,[SUBJECT] The Weeknd [CANDIDATE] Michael Jackson [CONTEXT] The Weeknd has been compared to Michael Jackson.,0,comparison_only
553,[SUBJECT] Kendrick Lamar [CANDIDATE] Nas [CONTEXT] Critics have likened Lamar to Nas.,0,comparison_only
545,[SUBJECT] Massive Attack [CANDIDATE] Portishead [CONTEXT] Massive Attack were often compared to Portishead.,0,comparison_only
589,[SUBJECT] Big Thief [CANDIDATE] Neil Young [CONTEXT] Big Thief have drawn comparisons to Neil Young.,0,comparison_only
548,[SUBJECT] Phoebe Bridgers [CANDIDATE] Elliott Smith [CONTEXT] Bridgers has been compared to Elliott Smith.,0,comparison_only
618,[SUBJECT] Tyler Childers [CANDIDATE] Townes Van Zandt [CONTEXT] Childers has been compared to Townes Van Zandt.,0,comparison_only
605,[SUBJECT] Soccer Mommy [CANDIDATE] Alanis Morissette [CONTEXT] Soccer Mommy has been compared to Alanis Morissette.,0,comparison_only
525,[SUBJECT] Daft Punk [CANDIDATE] Kraftwerk [CONTEXT] Daft Punk are often compared to Kraftwerk.,0,comparison_only
610,[SUBJECT] Beach House [CANDIDATE] Mazzy Star [CONTEXT] Beach House have been compared to Mazzy Star.,0,comparison_only
588,[SUBJECT] Alvvays [CANDIDATE] The Sundays [CONTEXT] Alvvays have been compared to The Sundays.,0,comparison_only
559,[SUBJECT] Prince [CANDIDATE] Jimi Hendrix [CONTEXT] Prince has been compared to Jimi Hendrix.,0,comparison_only
569,[SUBJECT] Haim [CANDIDATE] Fleetwood Mac [CONTEXT] The band has frequently been compared to Fleetwood Mac.,0,comparison_only
555,[SUBJECT] Nirvana [CANDIDATE] the Pixies [CONTEXT] Nirvana have been compared to the Pixies.,0,comparison_only
536,"[SUBJECT] Tyler, the Creator [CANDIDATE] Eminem [CONTEXT] Tyler has drawn comparisons to Eminem.",0,comparison_only
586,[SUBJECT] James Blake [CANDIDATE] Bon Iver [CONTEXT] Blake has been compared to Bon Iver.,0,comparison_only
554,[SUBJECT] Frank Ocean [CANDIDATE] Prince [CONTEXT] Ocean has been compared to Prince.,0,comparison_only
633,[SUBJECT] The Smile [CANDIDATE] Radiohead [CONTEXT] The project was widely associated with Radiohead due to overlapping members and a similar sonic palette.,0,comparison_only
527,[SUBJECT] Coldplay [CANDIDATE] Radiohead [CONTEXT] Coldplay were initially compared to Radiohead.,0,comparison_only
563,[SUBJECT] Amy Winehouse [CANDIDATE] Billie Holiday [CONTEXT] Winehouse was compared to Billie Holiday.,0,comparison_only
592,[SUBJECT] Yeah Yeah Yeahs [CANDIDATE] Blondie [CONTEXT] The band has been compared to Blondie.,0,comparison_only
587,[SUBJECT] Car Seat Headrest [CANDIDATE] Pavement [CONTEXT] The band has been compared to Pavement.,0,comparison_only
603,[SUBJECT] Tash Sultana [CANDIDATE] Jeff Buckley [CONTEXT] Tash Sultana has been compared to Jeff Buckley.,0,comparison_only
547,[SUBJECT] Beck [CANDIDATE] Bob Dylan [CONTEXT] Beck has been compared to Bob Dylan.,0,comparison_only
539,[SUBJECT] Lorde [CANDIDATE] Kate Bush [CONTEXT] Lorde was compared to Kate Bush.,0,comparison_only
615,[SUBJECT] Jungle [CANDIDATE] Chic [CONTEXT] Jungle have been compared to Chic.,0,comparison_only
620,[SUBJECT] Hozier [CANDIDATE] Van Morrison [CONTEXT] Hozier has been compared to Van Morrison.,0,comparison_only
528,[SUBJECT] Arctic Monkeys [CANDIDATE] the Strokes [CONTEXT] The band was compared to the Strokes early in their career.,0,comparison_only
533,[SUBJECT] Kendrick Lamar [CANDIDATE] Tupac Shakur [CONTEXT] Lamar has often been compared to Tupac Shakur.,0,comparison_only
604,[SUBJECT] Japanese Breakfast [CANDIDATE] Cocteau Twins [CONTEXT] Japanese Breakfast has been compared to Cocteau Twins.,0,comparison_only
523,[SUBJECT] FKA twigs [CANDIDATE] Björk [CONTEXT] Critics have compared FKA twigs to Björk.,0,comparison_only
537,[SUBJECT] Travis Scott [CANDIDATE] Kanye West [CONTEXT] Scott has been compared to Kanye West.,0,comparison_only
558,[SUBJECT] David Bowie [CANDIDATE] Lou Reed [CONTEXT] Bowie was compared to Lou Reed.,0,comparison_only
637,[SUBJECT] Sampha [CANDIDATE] Frank Ocean [CONTEXT] Sampha’s emotive vocal style has often been mentioned alongside Frank Ocean in critical reviews.,0,comparison_only
526,[SUBJECT] Oasis [CANDIDATE] the Beatles [CONTEXT] Oasis were frequently compared to the Beatles.,0,comparison_only
597,[SUBJECT] Post Malone [CANDIDATE] Kid Rock [CONTEXT] Malone has been compared to Kid Rock.,0,comparison_only
631,[SUBJECT] Kali Uchis [CANDIDATE] Sade [CONTEXT] Commentators have pointed to similarities between Uchis’s smooth vocal delivery and Sade’s work.,0,comparison_only
614,[SUBJECT] The 1975 [CANDIDATE] INXS [CONTEXT] The 1975 have been compared to INXS.,0,comparison_only
574,[SUBJECT] Bon Iver [CANDIDATE] Nick Drake [CONTEXT] Bon Iver has been compared to Nick Drake.,0,comparison_only
570,[SUBJECT] Dua Lipa [CANDIDATE] Madonna [CONTEXT] Dua Lipa has drawn comparisons to Madonna.,0,comparison_only
600,[SUBJECT] Jessie Ware [CANDIDATE] Sade [CONTEXT] Jessie Ware has been compared to Sade.,0,comparison_only
566,[SUBJECT] Massive Attack [CANDIDATE] Radiohead [CONTEXT] Massive Attack were compared to Radiohead.,0,comparison_only
601,[SUBJECT] Faye Webster [CANDIDATE] Kacey Musgraves [CONTEXT] Webster has been compared to Kacey Musgraves.,0,comparison_only
581,[SUBJECT] Rex Orange County [CANDIDATE] Stevie Wonder [CONTEXT] Critics have compared his vocal style to Stevie Wonder.,0,comparison_only
636,[SUBJECT] Fenne Lily [CANDIDATE] Phoebe Bridgers [CONTEXT] Her subdued production and lyrical themes led to frequent comparisons with Phoebe Bridgers.,0,comparison_only
599,[SUBJECT] Billie Marten [CANDIDATE] Laura Marling [CONTEXT] Billie Marten has been compared to Laura Marling.,0,comparison_only
613,[SUBJECT] Grizzly Bear [CANDIDATE] Animal Collective [CONTEXT] Grizzly Bear have been compared to Animal Collective.,0,comparison_only
561,[SUBJECT] Miles Davis [CANDIDATE] Louis Armstrong [CONTEXT] Davis was compared to Louis Armstrong.,0,comparison_only
578,[SUBJECT] Mitski [CANDIDATE] PJ Harvey [CONTEXT] Mitski has drawn comparisons to PJ Harvey.,0,comparison_only
568,[SUBJECT] Sufjan Stevens [CANDIDATE] Nick Drake [CONTEXT] Stevens has been compared to Nick Drake.,0,comparison_only
621,[SUBJECT] Rina Sawayama [CANDIDATE] Lady Gaga [CONTEXT] Rina Sawayama has been compared to Lady Gaga.,0,comparison_only
577,[SUBJECT] Lord Huron [CANDIDATE] Fleet Foxes [CONTEXT] The band has been compared to Fleet Foxes.,0,comparison_only
595,[SUBJECT] CHVRCHES [CANDIDATE] Depeche Mode [CONTEXT] CHVRCHES have been compared to Depeche Mode.,0,comparison_only
552,[SUBJECT] Taylor Swift [CANDIDATE] Joni Mitchell [CONTEXT] Swift has been compared to Joni Mitchell for her songwriting.,0,comparison_only
632,[SUBJECT] Courtney Barnett [CANDIDATE] Lou Reed [CONTEXT] Barnett’s conversational lyricism has drawn parallels with Lou Reed.,0,comparison_only
579,[SUBJECT] Snail Mail [CANDIDATE] Liz Phair [CONTEXT] Snail Mail has been compared to Liz Phair.,0,comparison_only
583,[SUBJECT] Mac DeMarco [CANDIDATE] Jonathan Richman [CONTEXT] Mac DeMarco has been compared to Jonathan Richman.,0,comparison_only
625,[SUBJECT] Wet Leg [CANDIDATE] Elastica [CONTEXT] Wet Leg have been compared to Elastica.,0,comparison_only
557,[SUBJECT] Bob Dylan [CANDIDATE] Woody Guthrie [CONTEXT] Dylan was often compared to Woody Guthrie.,0,comparison_only
549,[SUBJECT] Radiohead [CANDIDATE] Talking Heads [CONTEXT] The band has been compared to Talking Heads for their rhythmic experimentation.,0,comparison_only
635,[SUBJECT] Rosalía [CANDIDATE] Björk [CONTEXT] Media coverage frequently highlighted comparisons between Rosalía’s experimental pop and Björk’s earlier work.,0,comparison_only
521,[SUBJECT] Radiohead [CANDIDATE] Pink Floyd [CONTEXT] Radiohead have often been compared to Pink Floyd.,0,comparison_only
572,[SUBJECT] LCD Soundsystem [CANDIDATE] Talking Heads [CONTEXT] LCD Soundsystem have often been compared to Talking Heads.,0,comparison_only
541,[SUBJECT] Joy Division [CANDIDATE] the Doors [CONTEXT] The band has been compared to the Doors.,0,comparison_only
522,[SUBJECT] Muse [CANDIDATE] Radiohead [CONTEXT] Muse have frequently been compared to Radiohead.,0,comparison_only
543,[SUBJECT] The Smiths [CANDIDATE] R.E.M. [CONTEXT] The Smiths were compared to R.E.M.,0,comparison_only
623,[SUBJECT] Jorja Smith [CANDIDATE] Lauryn Hill [CONTEXT] Jorja Smith has been compared to Lauryn Hill.,0,comparison_only
619,[SUBJECT] Phoebe Bridgers [CANDIDATE] Leonard Cohen [CONTEXT] Bridgers has been compared to Leonard Cohen.,0,comparison_only
607,[SUBJECT] Father John Misty [CANDIDATE] Randy Newman [CONTEXT] Father John Misty has been compared to Randy Newman.,0,comparison_only
628,[SUBJECT] Conan Gray [CANDIDATE] Taylor Swift [CONTEXT] His confessional songwriting style led some critics to draw comparisons with Taylor Swift.,0,comparison_only
594,[SUBJECT] Florence and the Machine [CANDIDATE] Kate Bush [CONTEXT] Florence Welch has been compared to Kate Bush.,0,comparison_only
606,[SUBJECT] Angel Olsen [CANDIDATE] Roy Orbison [CONTEXT] Olsen’s vocals have been compared to Roy Orbison.,0,comparison_only
602,[SUBJECT] Alex G [CANDIDATE] Elliott Smith [CONTEXT] Alex G has been compared to Elliott Smith.,0,comparison_only
639,[SUBJECT] IDLES [CANDIDATE] Gang of Four [CONTEXT] The band’s angular rhythms and political themes resulted in comparisons to Gang of Four.,0,comparison_only
540,[SUBJECT] SZA [CANDIDATE] Erykah Badu [CONTEXT] SZA has been compared to Erykah Badu.,0,comparison_only
580,[SUBJECT] Clairo [CANDIDATE] Bedroom pop [CONTEXT] Her music has been compared to other bedroom pop artists.,0,comparison_only
591,[SUBJECT] The Strokes [CANDIDATE] Television [CONTEXT] The Strokes were frequently compared to Television.,0,comparison_only
626,[SUBJECT] Black Midi [CANDIDATE] King Crimson [CONTEXT] Black Midi have been compared to King Crimson.,0,comparison_only
534,[SUBJECT] Childish Gambino [CANDIDATE] OutKast [CONTEXT] Glover has been compared to OutKast.,0,comparison_only
612,[SUBJECT] Sharon Van Etten [CANDIDATE] Patti Smith [CONTEXT] Van Etten has been compared to Patti Smith.,0,comparison_only
571,[SUBJECT] The National [CANDIDATE] R.E.M. [CONTEXT] The National have been compared to R.E.M. for their introspective songwriting.,0,comparison_only
622,[SUBJECT] Christine and the Queens [CANDIDATE] Prince [CONTEXT] Christine and the Queens has been compared to Prince.,0,comparison_only
680,[SUBJECT] Travis Scott [CANDIDATE] media [CONTEXT] Media coverage highlighted the influences shaping Scott’s sound.,0,naming_etymology
644,[SUBJECT] Radiohead [CANDIDATE] critics [CONTEXT] Critics noted that the band was influenced by electronic music.,0,naming_etymology
683,[SUBJECT] SZA [CANDIDATE] writers [CONTEXT] Writers have discussed the influences on SZA’s songwriting.,0,naming_etymology
659,[SUBJECT] Kendrick Lamar [CANDIDATE] commentators [CONTEXT] Commentators highlighted the jazz influences on To Pimp a Butterfly.,0,naming_etymology
674,[SUBJECT] Sufjan Stevens [CANDIDATE] writers [CONTEXT] Writers highlighted folk and classical influences in Stevens’s albums.,0,naming_etymology
698,[SUBJECT] Arcade Fire [CANDIDATE] critics [CONTEXT] Critics have remarked on the art rock influences present in Arcade Fire’s early releases.,0,naming_etymology
665,[SUBJECT] Prince [CANDIDATE] interviewers [CONTEXT] Interviewers often asked Prince about his musical influences.,0,naming_etymology
696,[SUBJECT] Kraftwerk [CANDIDATE] journalists [CONTEXT] Journalists wrote about the technological influences on Kraftwerk.,0,naming_etymology
655,[SUBJECT] Radiohead [CANDIDATE] critics [CONTEXT] Critics have suggested that the band drew influence from electronic and experimental music.,0,naming_etymology
667,[SUBJECT] Miles Davis [CANDIDATE] historians [CONTEXT] Historians examined the influences behind Davis’s stylistic shifts.,0,naming_etymology
649,[SUBJECT] Kendrick Lamar [CANDIDATE] music writers [CONTEXT] Music writers highlighted jazz influences in Lamar's work.,0,naming_etymology
